specSHA256	specBlob	candidateLedgerSHA256	candidateRowRoot	unitStartLine	unitID	baselineRequirementID	replacementRequirementID	currentAssertionByteSpans	currentAssertionText	replacementAssertionByteSpans	replacementAssertionText	currentSharedContextByteSpans	currentSharedContextText	sharedContextByteSpans	sharedContextText	currentDisposition	disposition	currentSourceIDs	sourceIDs	currentSourceClass	sourceClass	currentTargetTuple	targetTuple	resolution	reason
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	917	QUN-ba75455dda62eecfe32c4c5e	QRS-10fb1540592d59f9ceed3ab5	QRS-65c04af8a0abd2a5c44d1d37	50768:50887	This prevents a locally correct\nsecurity patch from bypassing recovery, replay, retention, or long-chain\ncertification.	50768:50887	This prevents a locally correct\nsecurity patch from bypassing recovery, replay, retention, or long-chain\ncertification.	-	-	50422:50767	Every R2 change is also a recovery-certification invalidation event. Its exact\npath/owner/selector/dependency impact is evaluated against the closed\ninventory; every affected A1-A4 gate is reopened, and A0 is reopened if the\nchange alters a governed source or admitted requirement. A prior receipt from\nanother tree cannot close a reopened gate.	forensicRiskInput	forensicRiskInput	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	REPLACE_EXACT_ATOM	R2_INVALIDATION_CAUSE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	917	QUN-ba75455dda62eecfe32c4c5e	QRS-66dad2bd47faf5a1fc60a963	QRS-6ae4fe759050ec8fec2da140	50582:50703	every affected A1-A4 gate is reopened, and A0 is reopened if the\nchange alters a governed source or admitted requirement.	50582:50703	every affected A1-A4 gate is reopened, and A0 is reopened if the\nchange alters a governed source or admitted requirement.	-	-	50422:50581	Every R2 change is also a recovery-certification invalidation event. Its exact\npath/owner/selector/dependency impact is evaluated against the closed\ninventory;	forensicRiskInput	forensicRiskInput	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	REPLACE_EXACT_ATOM	R2_INVALIDATION_EVENT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	957	QUN-a19d4ed2bbddcf169c6f59af	QRS-bd9e2c3a11944181348e8f45	QRS-0a6104d0cc1c96576fdebdbc	52928:53044	It proves only that the complete 111/68/41 historical\nresult domains received auditable current-source dispositions.	52928:53044	It proves only that the complete 111/68/41 historical\nresult domains received auditable current-source dispositions.	-	-	52825:52927	R3 preserves that Deep Scan #1 was the successful first run and does not claim\nDeep Scan #2 completed.	forensicRiskInput	forensicRiskInput	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-FOR	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-FOR	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	965	QUN-7e16153057cde10d6f8ebbea	QRS-2286e38b26936e721fabf1c6	QRS-dec58e4d3e84ae5b9a1d4954	53349:53444	This prerequisite freezes capability evidence only, not the\n   final scan target/material root.	53349:53444	This prerequisite freezes capability evidence only, not the\n   final scan target/material root.	-	-	53106:53348	Before mode selection, reopen the callable plugin schema and supported\n   documentation, freeze their exact identities, and attempt admission of a\n   callable precreate surface plus stable observation ABI and authoritative\n   source sequence.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	D0_PREREQUISITE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	979	QUN-b2d8d521d9bd7cc1b6698b80	QRS-10f0b2832c9ba6bccdbc5561	QRS-c9c8add788387a009b692fa0	54589:54834	A monitor without that admitted ABI may blindly\npreserve safely opened bytes and report coverage `unknown`, but it may not\nsemantically label internal acknowledgements, reducer mappings, pass accounting,\nor vault health as supported or complete.	54589:54834	A monitor without that admitted ABI may blindly\npreserve safely opened bytes and report coverage `unknown`, but it may not\nsemantically label internal acknowledgements, reducer mappings, pass accounting,\nor vault health as supported or complete.	-	-	54025:54516	The frozen public plugin contract presently exposes neither a supported\nrepository-controlled precreate/vault-observation API nor a stable per-\nworker/reducer observation schema or authoritative source sequence. Therefore\n`appPrecreatedMonitored` is currently an `operationalScanGate`, `nonExecutable`\ndesign branch. It becomes selectable only if D0 prerequisite 0 has already\nfrozen and admitted an explicitly supported precreate surface, observation ABI,\nand authoritative source sequence.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME|DS022-COVERAGE-SCHEMA|DS022-REPORT|DS022-CORE	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME|DS022-COVERAGE-SCHEMA|DS022-REPORT|DS022-CORE	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly|DS022-COVERAGE-SCHEMA:externalFrozen:externalObservedOnly|DS022-REPORT:externalFrozen:externalObservedOnly|DS022-CORE:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly|DS022-COVERAGE-SCHEMA:externalFrozen:externalObservedOnly|DS022-REPORT:externalFrozen:externalObservedOnly|DS022-CORE:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScanEvidenceVault@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@D0.receiptVault@D0.receiptVaultSourceAdmission@nonExecutable	codex-security.external-plugin@-@deepScanEvidenceVault@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@D0.receiptVault@D0.receiptVaultSourceAdmission@nonExecutable	REPLACE_EXACT_ATOM	MONITORED_ABI_SUBJECT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	979	QUN-b2d8d521d9bd7cc1b6698b80	QRS-93511da6149e487fc2cc7ab5	QRS-ebd12943f026792c09f52b91	54342:54516	It becomes selectable only if D0 prerequisite 0 has already\nfrozen and admitted an explicitly supported precreate surface, observation ABI,\nand authoritative source sequence.	54342:54516	It becomes selectable only if D0 prerequisite 0 has already\nfrozen and admitted an explicitly supported precreate surface, observation ABI,\nand authoritative source sequence.	-	-	54025:54341	The frozen public plugin contract presently exposes neither a supported\nrepository-controlled precreate/vault-observation API nor a stable per-\nworker/reducer observation schema or authoritative source sequence. Therefore\n`appPrecreatedMonitored` is currently an `operationalScanGate`, `nonExecutable`\ndesign branch.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	design.admission@-@admissionTask@-@-@D0.supportedPrecreateObservationABI@nonExecutable	design.admission@-@admissionTask@-@-@D0.supportedPrecreateObservationABI@nonExecutable	REPLACE_EXACT_ATOM	MONITORED_BRANCH_ABSENCE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	979	QUN-b2d8d521d9bd7cc1b6698b80	QRS-ffd97b605e2514a3b7529934	QRS-9e8c82af898e4156163ffd28	54237:54341	Therefore\n`appPrecreatedMonitored` is currently an `operationalScanGate`, `nonExecutable`\ndesign branch.	54237:54341	Therefore\n`appPrecreatedMonitored` is currently an `operationalScanGate`, `nonExecutable`\ndesign branch.	-	-	54025:54236	The frozen public plugin contract presently exposes neither a supported\nrepository-controlled precreate/vault-observation API nor a stable per-\nworker/reducer observation schema or authoritative source sequence.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	PUBLIC_PLUGIN_ABSENCE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	990	QUN-c43f93670fa0d80d8ac779c4	QRS-9499da81aa657ef09e296adc	QRS-1795a7132923fe42f4dd9c00	55299:55357	A\n   machine-derived reachability test proves those zeros.	55299:55357	A\n   machine-derived reachability test proves those zeros.	-	-	55130:55298	it is an explicit\n   non-shipping script/tool target with zero application-bundle, entitlement,\n   product-target, runtime-selector, or reverse dependency reachability.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScanEvidenceVault@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@D0.receiptVault@D0.receiptVaultSourceAdmission@nonExecutable	codex-security.external-plugin@-@deepScanEvidenceVault@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@D0.receiptVault@D0.receiptVaultSourceAdmission@nonExecutable	REPLACE_EXACT_ATOM	NONSHIPPING_ZERO_REACHABILITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	990	QUN-c43f93670fa0d80d8ac779c4	QRS-b507bdf470ebd6cac6e0ee00	QRS-9a910f7ea45e5c2b3afdb81a	56748:56780	`immutable=1` when WAL may exist	56748:56780	`immutable=1` when WAL may exist	56651:56666,56706:56726	Workbench reads | Backup API,\n   never	56651:56666,56721:56726	Workbench reads | never	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME|DS022-WBDB|DS022-WBSCHEMA|DS022-WBENCH	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME|DS022-WBDB|DS022-WBSCHEMA|DS022-WBENCH	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly|DS022-WBDB:externalFrozen:externalObservedOnly|DS022-WBSCHEMA:externalFrozen:externalObservedOnly|DS022-WBENCH:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly|DS022-WBDB:externalFrozen:externalObservedOnly|DS022-WBSCHEMA:externalFrozen:externalObservedOnly|DS022-WBENCH:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	WORKBENCH_NEVER_IMMUTABLE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1023	QUN-b4fb06942fa8351973204a0d	QRS-56581abe24e6b767c263f6a6	QRS-8c0b54f4c1747832d0cf0586	57562:57599	a changed ABI reopens mode selection.	57562:57599	a changed ABI reopens mode selection.	-	-	57479:57561	Rebind any prerequisite-0 supported ABI identity into this\n   final material root;	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	SUPPORTED_ABI_REBIND
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1023	QUN-b4fb06942fa8351973204a0d	QRS-f93a28d971962a009fbf841c	QRS-0fa2acf42ae7a489c5cd05a5	57600:57668	No repository or\n   target-tree write is permitted after this point.	57600:57668	No repository or\n   target-tree write is permitted after this point.	-	-	57382:57478	Freeze commit, tree, dependency/material roots, generated-source state, and\n   exact scan scope.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	FREEZE_POINT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1023	QUN-b4fb06942fa8351973204a0d	QRS-febffcbbf7a195225f5f46fe	QRS-246dd0be32122b25bbf30cec	57479:57561	Rebind any prerequisite-0 supported ABI identity into this\n   final material root;	57479:57561	Rebind any prerequisite-0 supported ABI identity into this\n   final material root;	-	-	57382:57478	Freeze commit, tree, dependency/material roots, generated-source state, and\n   exact scan scope.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	FINAL_MATERIAL_ROOT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1031	QUN-621438e3ae23783902219599	QRS-088444c7c46952a3a74c4bf9	QRS-ee44ab285913ae97dd1d9167	58361:58508	It is encrypted, content-\n   addressed, append-only, and read-only with respect to the repository, scan\n   directory, and Codex workbench database.	58361:58508	It is encrypted, content-\n   addressed, append-only, and read-only with respect to the repository, scan\n   directory, and Codex workbench database.	-	-	58286:58360	Start the already frozen and\n   tested monitor before rejoining discovery.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME|DS022-WBDB|DS022-WBSCHEMA|DS022-WBENCH	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME|DS022-WBDB|DS022-WBSCHEMA|DS022-WBENCH	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly|DS022-WBDB:externalFrozen:externalObservedOnly|DS022-WBSCHEMA:externalFrozen:externalObservedOnly|DS022-WBENCH:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly|DS022-WBDB:externalFrozen:externalObservedOnly|DS022-WBSCHEMA:externalFrozen:externalObservedOnly|DS022-WBENCH:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1031	QUN-621438e3ae23783902219599	QRS-2eeba7ba577f913d2bd2cabc	QRS-69153cc7d61afd693d46af03	57993:58092	It is\n   repository-external, persistent, outside the system temporary directory,\n   and 0700/0600.	57993:58092	It is\n   repository-external, persistent, outside the system temporary directory,\n   and 0700/0600.	-	-	57923:57992	For `appPrecreatedMonitored`, create only the data root after freeze.	operationalScanGate	operationalScanGate	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3|DS022-SKILL|DS022-CONTRACT|DS022-RUNTIME	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	DS3:scanRecord:notStarted|DS022-SKILL:externalFrozen:externalObservedOnly|DS022-CONTRACT:externalFrozen:externalObservedOnly|DS022-RUNTIME:externalFrozen:externalObservedOnly	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	codex-security.external-plugin@-@deepScan3Operations@/Users/changgeng/.codex/plugins/cache/openai-curated-remote/codex-security/0.1.22/skills/deep-security-scan/SKILL.md@D0.preflight@-@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
