specSHA256	specBlob	semanticManifestSHA256	semanticCandidateLedgerSHA256	semanticCandidateRowRoot	unitStartLine	unitID	requirementID	semanticBaselineRequirementID	stage	currentDisposition	disposition	currentExecutionState	executionState	currentSourceIDs	sourceIDs	currentSourceClass	sourceClass	currentTargetTuple	targetTuple	resolution	reason
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	917	QUN-ba75455dda62eecfe32c4c5e	QRS-65c04af8a0abd2a5c44d1d37	QRS-10fb1540592d59f9ceed3ab5	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	917	QUN-ba75455dda62eecfe32c4c5e	QRS-6ae4fe759050ec8fec2da140	QRS-66dad2bd47faf5a1fc60a963	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	917	QUN-ba75455dda62eecfe32c4c5e	QRS-a164cec92cdb07067e6ca9f6	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	917	QUN-ba75455dda62eecfe32c4c5e	QRS-f816bdd55a511d0463a457e2	QRS-0926f0ad6511dfe1389ec4a2	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	925	QUN-87376cce0f137f0974a0af4c	QRS-935c522c7a92a2b67dbf91d5	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS2|FDS2-IDX|FDS2-LOC|FDS2-FOR	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS2:scanRecord:externalObservedOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-LOC:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R2.rootCauseRemediation@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	935	QUN-8ef930a6946ec01da90ef8dc	QRS-389980bef69a07cf0b0e2a1c	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS1OBS|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	935	QUN-8ef930a6946ec01da90ef8dc	QRS-58235b7fe5626cf2dd8a3752	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS1OBS|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	935	QUN-8ef930a6946ec01da90ef8dc	QRS-7bf9bf1483520f3cb6b951f9	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS1OBS|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	935	QUN-8ef930a6946ec01da90ef8dc	QRS-8168b254e38b006e06362564	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS1OBS|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	935	QUN-8ef930a6946ec01da90ef8dc	QRS-d894bb9df398288b899a5b6a	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-FOR	DS1|DS1OBS|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	DS1:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	940	QUN-b34801b0589abaf7b8ef0428	QRS-978a043b391d887d02e9bdda	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-FOR	DS2|FDS2-IDX|FDS2-FOR|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	DS2:scanRecord:externalObservedOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	941	QUN-06d9650e5a9217085242416c	QRS-04d9498a78fa5855d36d2b5f	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-WORK|FDS2-DRAFT|FDS2-SESS	DS2|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-WORK:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|FDS2-SESS:repositoryCommitted:forensicEvidenceOnly	DS2:scanRecord:externalObservedOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	941	QUN-06d9650e5a9217085242416c	QRS-13c1b51daf4e1a559336e451	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-WORK|FDS2-DRAFT|FDS2-SESS	DS2|FDS2-FOR|FDS2-DRAFT|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-WORK:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|FDS2-SESS:repositoryCommitted:forensicEvidenceOnly	DS2:scanRecord:externalObservedOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	941	QUN-06d9650e5a9217085242416c	QRS-1ee05723e4221151877a69fb	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-WORK|FDS2-DRAFT|FDS2-SESS	DS2|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-WORK:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|FDS2-SESS:repositoryCommitted:forensicEvidenceOnly	DS2:scanRecord:externalObservedOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	941	QUN-06d9650e5a9217085242416c	QRS-84f24c51f312bccf09a96dc6	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28|FDS2-WORK|FDS2-DRAFT|FDS2-SESS|FDS2-FOR	DS2|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly|FDS2-WORK:repositoryCommitted:forensicEvidenceOnly|FDS2-DRAFT:repositoryCommitted:forensicEvidenceOnly|FDS2-SESS:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly	DS2:scanRecord:externalObservedOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	ec2d42d5871efc50b780d1d1a75ccb5afff40518100b903d746c4e4ec259d3fc	595f425c38f0914e1e1164aca826f1948f9c450f4586d6cf1f6590b18bae7d23	96a337e864e55fbc6f6bde7081a5d11373c2cf53649887c12f98c85fdf5a6166	945	QUN-ef83132a78dd3f4da4124b60	QRS-7cd5f8e252d7655867a29c16	-	POST_SEMANTIC_MAPPING	forensicRiskInput	forensicRiskInput	nonExecutable	nonExecutable	DS1|DS2|DS1OBS|FDS2-IDX|I41|UDEC28	DS1|DS2|DS1OBS|FDS2-IDX|FDS2-FOR|I41|UDEC28	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	DS1:scanRecord:externalObservedOnly|DS2:scanRecord:externalObservedOnly|DS1OBS:repositoryPrecommit:forensicEvidenceOnly|FDS2-IDX:repositoryCommitted:forensicEvidenceOnly|FDS2-FOR:repositoryCommitted:forensicEvidenceOnly|I41:repositoryPrecommit:forensicEvidenceOnly|UDEC28:decisionReceipt:userDecisionOnly	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	forensic.deep-scan-closure@-@forensicClosure@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@R3.closureGate@-@nonExecutable	MAPPING_TRANSITION	FORENSIC_SOURCE_MINIMALITY
